date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:00:37	240247/240247	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:38%20GMT	https://www.portotheme.com/wordpress/porto/shop1/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/index.html	(from )
14:00:37	129/129	---MCZ	200	added ('OK')	text/plain	date:Wed,%2010%20May%202023%2020:00:38%20GMT	https://www.portotheme.com/robots.txt		(from )
14:00:37	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Wed,%2010%20May%202023%2020:00:39%20GMT	https://www.portotheme.com/wordpress/porto/shop1/xmlrpc.php	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/xmlrpc.php	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:38	789/789	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	http://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/favicon.png	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/favicon.png	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:38	2171/2171	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	http://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/apple-touch-icon.png	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/apple-touch-icon.png	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:39	3626/3626	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	http://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/apple-touch-icon_120x120.png	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/apple-touch-icon_120x120.png	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:39	6971/6971	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2009%20May%202023%2003:05:06%20GMT	https://www.portotheme.com/wordpress/porto/shop1/comments/feed/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/comments/feed/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:39	2575/2575	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	http://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/apple-touch-icon_76x76.png	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/apple-touch-icon_76x76.png	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:39	15489/15489	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2009%20May%202023%2003:05:06%20GMT	https://www.portotheme.com/wordpress/porto/shop1/feed/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/feed/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:40	4514/4514	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	http://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/apple-touch-icon_152x152.png	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/logo/apple-touch-icon_152x152.png	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:40	14104/14104	---M--	200	added ('OK')	application/font-woff2	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/fonts/fontawesome_optimized/fa-solid-900.woff2	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/fonts/fontawesome_optimized/fa-solid-900.woff2	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:40	36163/36163	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Jan%202023%2016:20:47%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/yith-woocommerce-ajax-navigation/assets/css/shortcodes.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/yith-woocommerce-ajax-navigation/assets/css/shortcodes.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:40	2630/2630	---M-Z	200	added ('OK')	text/css	date:Sat,%2014%20Jan%202023%2016:59:46%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/yith-woocommerce-wishlist/assets/css/jquery.selectBox.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:41	9281/9281	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Jan%202023%2016:20:44%20GMT	http://www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/woocommerce/assets/css/prettyPhoto.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:41	29337/29337	---M-Z	200	added ('OK')	text/css	date:Sat,%2014%20Jan%202023%2016:59:46%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/yith-woocommerce-wishlist/assets/css/style.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:41	2731/2731	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Jan%202023%2016:20:46%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/contact-form-7/includes/css/styles.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/contact-form-7/includes/css/styles.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:41	5480/5480	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Jan%202023%2016:17:35%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/theme_css_vars.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/theme_css_vars.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:42	97847/97847	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Jan%202023%2016:17:35%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/js_composer.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/js_composer.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:42	127049/127049	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Jan%202023%2016:17:35%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/bootstrap.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/bootstrap.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:42	63060/63060	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2008:37:38%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/plugins_optimized.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/plugins_optimized.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:42	298306/298306	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2008:37:04%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/theme.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/theme.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:43	62389/62389	---MCZ	200	added ('OK')	text/css	date:Fri,%2006%20Jan%202023%2016:17:35%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/shortcodes.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/shortcodes.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:43	146182/146182	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2008:54:34%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/theme_shop.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/theme_shop.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:43	5998/5998	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2008:34:36%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/theme_wpb.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/theme_wpb.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:43	45451/45451	---M-Z	200	added ('OK')	text/css	date:Fri,%2006%20Jan%202023%2016:17:35%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/dynamic_style.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_styles/dynamic_style.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:44	2501/2501	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202023%2008:38:26%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/theme/shop/login-style/account-login.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/css/theme/shop/login-style/account-login.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:44	1046/1046	---M-Z	200	added ('OK')	text/css	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/style.css	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/style.css	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:45	11898/11898	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2029%20Apr%202023%2011:06:23%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:46	60602/60602	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20May%202023%2020:00:48%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-json/wp/v2/pages/143	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-json/wp/v2/pages/143.json	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:47	1132893/1132893	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20May%202023%2020:00:48%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-json/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-json/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:47	954/954	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20May%202023%2020:00:49%20GMT	https://www.portotheme.com/wordpress/porto/shop1/xmlrpc.php?rsd	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/xmlrpc0db0.php	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:48	1045/1045	---MCZ	200	added ('OK')	application/xml	date:Fri,%2006%20Jan%202023%2016:17:01%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-includes/wlwmanifest.xml	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:48	2309/2309	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20May%202023%2020:00:50%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.portotheme.com%2Fwordpress%2Fporto%2Fshop1%2F	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-json/oembed/1.0/embed473a.json	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:49	2611/2611	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20May%202023%2020:00:50%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.portotheme.com%2Fwordpress%2Fporto%2Fshop1%2F&format=xml	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-json/oembed/1.0/embed3c1c	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:49	13221/13221	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/js/libs/webfont.js	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/js/libs/webfont.js	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:50	129680/129680	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:51%20GMT	https://www.portotheme.com/wordpress/porto/shop1/contact-us/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/contact-us/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:50	771/771	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jan%202023%2016:17:33%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_placeholders/100x39.jpg	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_placeholders/100x39.jpg	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:51	115113/115113	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:52%20GMT	https://www.portotheme.com/wordpress/porto/shop1/my-account/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/my-account/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:51	115872/115872	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:52%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wishlist/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wishlist/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:51	131671/131671	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:52%20GMT	https://www.portotheme.com/wordpress/porto/shop1/author/porto_admin/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/author/porto_admin/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:52	202596/202596	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:53%20GMT	https://www.portotheme.com/wordpress/porto/shop1/shop/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/shop/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:52	198874/198874	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:53%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/porto-extended-camera/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/porto-extended-camera/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:53	170044/170044	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:53%20GMT	https://www.portotheme.com/wordpress/porto/shop1/cart/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/cart/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:53	67/67	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jan%202023%2022:48:42%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/lazy.png	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/themes/porto/images/lazy.png	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:53	162044/162044	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:55%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product-category/accessories/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product-category/accessories/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:54	209207/209207	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:54%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/black-grey-headset/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/black-grey-headset/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:54	162571/162571	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:55%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product-category/accessories/watches/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product-category/accessories/watches/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:54	240369/240369	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:55%20GMT	https://www.portotheme.com/wordpress/porto/shop1/?add_to_wishlist=1328&_wpnonce=37164b2113	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/index3b75.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:55	154075/154075	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:56%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product-category/electronics/headphone/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product-category/electronics/headphone/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:55	190773/190773	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:56%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/battery-charger/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/battery-charger/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:55	240371/240371	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:56%20GMT	https://www.portotheme.com/wordpress/porto/shop1/?add_to_wishlist=1252&_wpnonce=37164b2113	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/indexadcc.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:55	771/771	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jan%202023%2016:17:33%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_placeholders/100x42.jpg	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_placeholders/100x42.jpg	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:56	175594/175594	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:57%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product-category/electronics/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product-category/electronics/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:56	240367/240367	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:58%20GMT	https://www.portotheme.com/wordpress/porto/shop1/?add_to_wishlist=842&_wpnonce=37164b2113	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/indexcb36.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:57	185715/185715	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:57%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/brown-bag/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/brown-bag/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:57	240311/240311	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:57%20GMT	https://www.portotheme.com/wordpress/porto/shop1/?add-to-cart=842	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/indexce6f.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:57	240310/240310	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:59%20GMT	https://www.portotheme.com/wordpress/porto/shop1/?add-to-cart=839	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/indexf09d.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:58	153078/153078	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:59%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product-category/fashion/t-shirts/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product-category/fashion/t-shirts/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:58	240369/240369	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:59%20GMT	https://www.portotheme.com/wordpress/porto/shop1/?add_to_wishlist=839&_wpnonce=37164b2113	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/indexb1fb.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:58	189318/189318	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:00:59%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/casual-note-bag/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/casual-note-bag/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20May%202023%2020:00:58%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product-category/electronics	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product-category/electronics	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:00:59	194604/194604	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:00%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/casual-blue-shoes/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/casual-blue-shoes/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:01	9233/9233	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jan%202023%2016:17:35%20GMT	http://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/2022/10/shop1_megamenu-banner-2.jpg	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/2022/10/shop1_megamenu-banner-2.jpg	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:01	209319/209319	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:00%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/blue-backpack/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/blue-backpack/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:02	240367/240367	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:00%20GMT	https://www.portotheme.com/wordpress/porto/shop1/?add_to_wishlist=600&_wpnonce=37164b2113	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/index936b.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:03	240305/240305	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:01%20GMT	https://www.portotheme.com/wordpress/porto/shop1/?add-to-cart=600	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/index6d03.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:04	26627/26627	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jan%202023%2016:17:19%20GMT	http://www.portotheme.com/wordpress/porto/shop20/wp-content/uploads/sites/89/2018/08/menu-banner.jpg	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop20/wp-content/uploads/sites/89/2018/08/menu-banner.jpg	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:09	152027/152027	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:05%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product-category/fashion/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product-category/fashion/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:09	37188/37188	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jan%202023%2016:17:33%20GMT	http://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/2017/12/shop1_megamenu.jpg	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/2017/12/shop1_megamenu.jpg	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:09	204592/204592	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:04%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/laptop-case-bag/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/laptop-case-bag/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:10	193583/193583	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:04%20GMT	https://www.portotheme.com/wordpress/porto/shop1/product/computer-mouse/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/product/computer-mouse/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:10	115650/115650	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:11%20GMT	https://www.portotheme.com/wordpress/porto/shop1/custom-product-layout/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/custom-product-layout/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:10	130568/130568	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2020:01:11%20GMT	https://www.portotheme.com/wordpress/porto/shop1/blog/	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/blog/index.html	(from https://www.portotheme.com/wordpress/porto/shop1/)
14:01:11	827/827	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jan%202023%2016:17:33%20GMT	https://www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_placeholders/100x68.jpg	C:/My%20Web%20Sites/yyy/www.portotheme.com/wordpress/porto/shop1/wp-content/uploads/sites/77/porto_placeholders/100x68.jpg	(from https://www.portotheme.com/wordpress/porto/shop1/)
